pool,block_number,block_hash,block_time,log_index,tx_hash,sender,recipient,amount0,amount1,sqrt_price_x96,liquidity,price,tick
mypool,34633977,0x0bdd9112e65a685916633b29f5ca8ea4eab1c04912696953ebcb3cf5e4dbc81c,1667369979,2,0x0bdd9112e65a685916633b29f5ca8ea4eab1c04912696953ebcb3cf5e4dbc81c,sender,recipient,-3.158581645247742,120.34363107273427,486657522118379240095003716171,0,37730078915123.92,36306
mypool,34634754,0xe872299161bbd0eb7e1d61a2592b4106114fce69992aebc5daa8fb5849dbcbcc,1667370290,3,0xe872299161bbd0eb7e1d61a2592b4106114fce69992aebc5daa8fb5849dbcbcc,sender,recipient,-0.007346918626692839,0.28,486657838888189398721274720210,0,37730128032843.39,36306
mypool,34634876,0xd06c7a85c883422e8f2721243ecdfe5473ff893d250dc51d8011506a58e6913c,1667370340,2,0xd06c7a85c883422e8f2721243ecdfe5473ff893d250dc51d8011506a58e6913c,sender,recipient,-3.1618999213517234,120.53769464632987,486794205683368242918183275705,0,37751275776049.49,36312
mypool,34634881,0x8d52f888c82cf9c0aaa122d2a2545ccbeda5a46310ab121889ea3f430d2c8389,1667370341,2,0x8d52f888c82cf9c0aaa122d2a2545ccbeda5a46310ab121889ea3f430d2c8389,sender,recipient,-3.160128916681566,120.53769464632987,486930572478547087115091831200,0,37772429444252.06,36317
mypool,34639698,0x5cc41e39558c918ba2f1345b99b7ccb7be336e026b28aff5c90cee5610788da1,1667372179,18,0x5cc41e39558c918ba2f1345b99b7ccb7be336e026b28aff5c90cee5610788da1,sender,recipient,-13.089590476268175,500.0,487496232853830348313313329648,0,37860239815284.14,36340
mypool,34639989,0x1189ee671af44b126dcb864d629f8e35959047ae589209e30b1b8bb5edb3a96e,1667372287,3,0x1189ee671af44b126dcb864d629f8e35959047ae589209e30b1b8bb5edb3a96e,sender,recipient,-0.007321660434032233,0.28,487496549623640506939584333687,0,37860289017653.586,36340
mypool,34640271,0xdbbb92052adea1990f429a2350fae44399f0491c3d726f4804d0c91ca8c3f45c,1667372390,3,0xdbbb92052adea1990f429a2350fae44399f0491c3d726f4804d0c91ca8c3f45c,sender,recipient,-0.007321650918972155,0.28,487496866393450665565855337726,0,37860338220054.99,36340
mypool,34640447,0x18e0d365bc8a2243f5bbb1276c4e18a31719506161b1f6e5e017093d41d410a7,1667372437,32,0x18e0d365bc8a2243f5bbb1276c4e18a31719506161b1f6e5e017093d41d410a7,sender,recipient,-0.007321641403930626,0.28,487497183163260824192126341765,0,37860387422488.38,36340
mypool,34640755,0x190dac712b31ff9b08475299f061a5e0beed877934faf07688877d7f6250020c,1667372561,3,0x190dac712b31ff9b08475299f061a5e0beed877934faf07688877d7f6250020c,sender,recipient,-0.007321631888907644,0.28,487497499933070982818397345804,0,37860436624953.734,36340
mypool,34640893,0xdfcab3659cdd4e99ff87f7f6a46ba8e2399dfde0e26b83cb317a03a6ca25014d,1667372613,3,0xdfcab3659cdd4e99ff87f7f6a46ba8e2399dfde0e26b83cb317a03a6ca25014d,sender,recipient,-0.007321622373903211,0.28,487497816702881141444668349843,0,37860485827451.06,36340
mypool,34641264,0x4270be6c433a35a852a5886656ffd911a88c309d6c699a4040fa45fa3c5bc509,1667372748,9,0x4270be6c433a35a852a5886656ffd911a88c309d6c699a4040fa45fa3c5bc509,sender,recipient,-0.007321612858917327,0.28,487498133472691300070939353882,0,37860535029980.36,36340
mypool,34641459,0x27cff1aa1ecfc5fbcfc9b6ea00e84aca48f3135108170a687a56cf5c4622e2b1,1667372802,7,0x27cff1aa1ecfc5fbcfc9b6ea00e84aca48f3135108170a687a56cf5c4622e2b1,sender,recipient,-0.00732160334394999,0.28,487498450242501458697210357921,0,37860584232541.63,36340
mypool,34641882,0x5a95e8400076ed96d51e8d5325e49c13f60e897bfe95b84fad9acf6d88986ac2,1667372959,8,0x5a95e8400076ed96d51e8d5325e49c13f60e897bfe95b84fad9acf6d88986ac2,sender,recipient,-0.007321593829001201,0.28,487498767012311617323481361960,0,37860633435134.87,36340
mypool,34642222,0xc52de51ad33abac2ad32901753a937c8a0b945a736a036af756227f896cc8605,1667373083,3,0xc52de51ad33abac2ad32901753a937c8a0b945a736a036af756227f896cc8605,sender,recipient,-0.007321584314070961,0.28,487499083782121775949752365999,0,37860682637760.086,36340
mypool,34642609,0x2306716f98ada0cf817aa015f7748f72273d5e28bac7f4b4fe7922ec569c3e08,1667373196,4,0x2306716f98ada0cf817aa015f7748f72273d5e28bac7f4b4fe7922ec569c3e08,sender,recipient,-0.007321574799159268,0.28,487499400551931934576023370038,0,37860731840417.266,36340
mypool,34642794,0x17f13c417bac7325efca70f2b5dd0051b8ac206bd9f7f2e1e23f081cf9e9949e,1667373268,3,0x17f13c417bac7325efca70f2b5dd0051b8ac206bd9f7f2e1e23f081cf9e9949e,sender,recipient,-0.007321565284266123,0.28,487499717321742093202294374077,0,37860781043106.42,36340
mypool,34643001,0x85cda83d0bfc40e4b6b2596447ba8e3f8123b54f634dc5f87e9699859940c937,1667373345,3,0x85cda83d0bfc40e4b6b2596447ba8e3f8123b54f634dc5f87e9699859940c937,sender,recipient,-0.007321555769391527,0.28,487500034091552251828565378116,0,37860830245827.55,36340
mypool,34643140,0x88e55be9ce5306cd6886063d72865deba621c216951ae45df994b5666f31ac0a,1667373389,9,0x88e55be9ce5306cd6886063d72865deba621c216951ae45df994b5666f31ac0a,sender,recipient,-0.007321546254535478,0.28,487500350861362410454836382155,0,37860879448580.64,36341
mypool,34643852,0xf5582704395828521933ca0e0c7aa882aefdc5f2ece36e10262e14db3bd21441,1667373598,35,0xf5582704395828521933ca0e0c7aa882aefdc5f2ece36e10262e14db3bd21441,sender,recipient,0.001984869116184629,-0.07439738845127271,487500265843878225724566286356,0,37860866243107.32,36340
mypool,34693755,0x3424dd9d098e80a6206a616b16da00af54ec1d93af948c00c883cbb6edfde13b,1667390885,10,0x3424dd9d098e80a6206a616b16da00af54ec1d93af948c00c883cbb6edfde13b,sender,recipient,-2.538725203028416,97.11110779466188,487610129658477477890604865078,0,37877932932834.734,36345
mypool,34742569,0x0b2d6ed437896661a4ba9076fef4d3c7552ebe8223c436529e0bca34ff8a6295,1667406117,3,0x0b2d6ed437896661a4ba9076fef4d3c7552ebe8223c436529e0bca34ff8a6295,sender,recipient,2.6667268624974e-05,-0.001,487610128510717209727884777858,0,37877932754516.92,36345
mypool,34742656,0xf96f7de8019a2ff9948c7694e2b6babfb8a28ad763625207e3b8ee0c2d04bfba,1667406143,34,0xf96f7de8019a2ff9948c7694e2b6babfb8a28ad763625207e3b8ee0c2d04bfba,sender,recipient,0.12900448153060248,-4.83750376160998,487604576216102546090130234691,0,37877070146329.02,36345
mypool,34743397,0x7eaf35e5ac06b1585d477a58a359259762467694e1aba5c0089eefae500e01e4,1667406362,3,0x7eaf35e5ac06b1585d477a58a359259762467694e1aba5c0089eefae500e01e4,sender,recipient,0.004000182813163448,-0.15,487604404052062321682117151712,0,37877043398966.12,36345
mypool,34743653,0xf76611aa770aefdc1558da1a203d91288c308c6fe4b6114e11a3890ae5e184a6,1667406443,3,0xf76611aa770aefdc1558da1a203d91288c308c6fe4b6114e11a3890ae5e184a6,sender,recipient,2.6667894899797e-05,-0.001,487604402904302053519397064492,0,37877043220650.4,36345
mypool,34743794,0xe25f61b7231f86cf57e1785d4945f7aa4cc7397df56252b5d2f6c34208757c83,1667406486,3,0xe25f61b7231f86cf57e1785d4945f7aa4cc7397df56252b5d2f6c34208757c83,sender,recipient,0.9,-33.745764757736154,487565670856294358199984616727,0,37871026059274.85,36343
mypool,34743985,0xba08d0f90878778d90105ec648e905843dde09d3d2036f911cd6a36bbc059e64,1667406544,4,0xba08d0f90878778d90105ec648e905843dde09d3d2036f911cd6a36bbc059e64,sender,recipient,2.6672132170328e-05,-0.001,487565669708534090037264529507,0,37871025880973.29,36343
mypool,34744745,0xdf7621b01ec78649d0c9e898ebd180e3d0cb93e551fb6b89cad16172968c6477,1667406773,13,0xdf7621b01ec78649d0c9e898ebd180e3d0cb93e551fb6b89cad16172968c6477,sender,recipient,1.7857073858438577,-66.93975486336846,487488838917541363507766795577,0,37859091358909.32,36340
mypool,34745273,0x951c06b15ac7965e3dce03aad23ae2bd32ffeb19e7ba4e896dffcc09a6abb2f3,1667406940,7,0x951c06b15ac7965e3dce03aad23ae2bd32ffeb19e7ba4e896dffcc09a6abb2f3,sender,recipient,5.3361080712771e-05,-0.002,487488836622020827182326621137,0,37859091002362.41,36340
mypool,34745341,0x19cdb1b1c93ab9ed7b4588856f4d36ab40c85ca1c241ad4b2a0cee8105f611c2,1667406955,3,0x19cdb1b1c93ab9ed7b4588856f4d36ab40c85ca1c241ad4b2a0cee8105f611c2,sender,recipient,2.6680540544839e-05,-0.001,487488835474260559019606533917,0,37859090824088.945,36340
mypool,34745406,0xd36eb3bd4b019b387db9ac0dcaf985bdf26fc7e70bf5ed8710369f1b9845b58c,1667406974,3,0xd36eb3bd4b019b387db9ac0dcaf985bdf26fc7e70bf5ed8710369f1b9845b58c,sender,recipient,2.6680540670474e-05,-0.001,487488834326500290856886446697,0,37859090645815.484,36340
